Summary: Accuracy: 0.9411057692307693, Precision: 0.6759259259259259, Recall: 0.8390804597701149, F1: 0.7487179487179486


Classification Answers Comparison:

Review_Identifier | Gold | Prediction
4465 | 0 | 0
4484 | 0 | 0
4501 | 1 | 1
4522 | 0 | 0
4526 | 0 | 0
4537 | 0 | 0
4545 | 0 | 0
4553 | 0 | 0
4555 | 0 | 0
4572 | 0 | 0
4575 | 0 | 1
4578 | 0 | 0
4582 | 0 | 0
4587 | 0 | 0
4590 | 0 | 0
4593 | 0 | 0
4594 | 0 | 0
4595 | 0 | 1
4605 | 0 | 0
4606 | 0 | 0
4607 | 0 | 0
4608 | 0 | 0
4609 | 0 | 0
4610 | 0 | 0
4611 | 0 | 0
4620 | 0 | 0
4621 | 0 | 0
4622 | 0 | 0
4623 | 0 | 0
4624 | 0 | 0
4625 | 0 | 0
4626 | 0 | 0
4627 | 0 | 0
4628 | 0 | 0
4629 | 0 | 1
4631 | 0 | 0
4651 | 0 | 0
4668 | 0 | 0
4674 | 0 | 0
4676 | 0 | 0
4679 | 0 | 0
4680 | 0 | 0
4681 | 0 | 0
4682 | 0 | 0
4685 | 0 | 0
4686 | 0 | 0
4687 | 0 | 0
4689 | 0 | 0
4690 | 0 | 0
4691 | 0 | 0
4693 | 0 | 0
4694 | 0 | 0
4695 | 0 | 0
4696 | 0 | 0
4697 | 0 | 0
4698 | 0 | 0
4705 | 0 | 0
4706 | 0 | 0
4707 | 0 | 0
4708 | 0 | 0
4711 | 0 | 0
4713 | 0 | 0
4714 | 0 | 0
4715 | 0 | 0
4716 | 0 | 0
4717 | 0 | 0
4722 | 0 | 0
4743 | 0 | 0
4744 | 0 | 0
4746 | 0 | 0
4748 | 0 | 0
4750 | 0 | 0
4754 | 0 | 0
4756 | 0 | 0
4758 | 0 | 0
4764 | 0 | 0
4765 | 0 | 0
4766 | 0 | 0
4769 | 0 | 0
4772 | 0 | 0
4775 | 0 | 0
4776 | 0 | 0
4786 | 0 | 0
4788 | 0 | 0
4789 | 0 | 0
4791 | 0 | 0
4792 | 0 | 0
4794 | 0 | 0
4799 | 0 | 0
4800 | 0 | 0
4810 | 0 | 0
4811 | 0 | 0
4812 | 0 | 0
4814 | 0 | 0
4815 | 0 | 0
4825 | 0 | 0
4826 | 0 | 0
4827 | 0 | 0
4828 | 0 | 0
4832 | 0 | 1
4834 | 0 | 0
4836 | 0 | 0
4837 | 0 | 0
4840 | 0 | 0
4843 | 0 | 0
4844 | 0 | 0
4846 | 0 | 0
4847 | 0 | 0
4849 | 0 | 0
4851 | 0 | 0
4852 | 0 | 0
4854 | 0 | 0
4873 | 0 | 0
4875 | 0 | 0
4876 | 0 | 0
4879 | 0 | 0
4882 | 0 | 0
4883 | 0 | 0
4893 | 0 | 0
4894 | 0 | 0
4896 | 0 | 0
4897 | 0 | 0
4898 | 0 | 0
4900 | 0 | 0
4902 | 0 | 0
4911 | 0 | 1
4912 | 0 | 0
4913 | 0 | 0
4917 | 0 | 0
4918 | 0 | 0
4919 | 0 | 0
4920 | 0 | 0
4930 | 0 | 0
4931 | 0 | 0
4946 | 0 | 0
4948 | 0 | 0
4949 | 0 | 0
4950 | 0 | 0
4951 | 0 | 0
4954 | 0 | 0
4958 | 0 | 0
4959 | 0 | 0
4972 | 0 | 0
4975 | 0 | 0
4977 | 0 | 0
4978 | 0 | 0
4979 | 0 | 0
4981 | 0 | 0
4982 | 0 | 0
4993 | 0 | 0
4994 | 0 | 0
4996 | 0 | 0
10067 | 1 | 1
10414 | 1 | 1
5330 | 0 | 0
8448 | 0 | 0
8858 | 1 | 0
9104 | 0 | 0
6773 | 0 | 0
7175 | 0 | 0
6714 | 0 | 0
5840 | 0 | 0
7737 | 0 | 0
7172 | 0 | 0
5427 | 1 | 1
6177 | 0 | 0
7930 | 1 | 1
5445 | 1 | 0
6830 | 0 | 0
4998 | 0 | 0
4999 | 0 | 0
5000 | 0 | 0
5001 | 0 | 0
5005 | 0 | 0
5006 | 0 | 0
5008 | 0 | 0
5009 | 0 | 0
5011 | 0 | 0
5013 | 0 | 0
5015 | 0 | 0
5016 | 0 | 0
5023 | 0 | 0
5026 | 0 | 0
5027 | 0 | 0
5028 | 0 | 0
5030 | 0 | 0
5033 | 0 | 0
5035 | 0 | 0
5036 | 0 | 0
5038 | 0 | 0
5039 | 1 | 1
5047 | 0 | 0
5051 | 0 | 0
5052 | 0 | 0
5059 | 0 | 0
5061 | 0 | 0
5063 | 0 | 0
5064 | 0 | 0
5065 | 0 | 0
5067 | 0 | 0
5068 | 0 | 0
5072 | 0 | 0
5074 | 0 | 0
5076 | 0 | 0
5077 | 0 | 0
5078 | 0 | 0
5085 | 0 | 0
5086 | 0 | 0
5087 | 1 | 1
5088 | 0 | 0
5090 | 0 | 0
5091 | 0 | 0
5093 | 0 | 0
5101 | 0 | 0
5102 | 0 | 1
5104 | 0 | 0
5107 | 0 | 0
5108 | 0 | 1
5111 | 0 | 0
5112 | 0 | 0
5113 | 0 | 0
5115 | 0 | 0
5116 | 0 | 0
5120 | 0 | 0
5123 | 0 | 0
5128 | 0 | 0
5129 | 0 | 0
5134 | 0 | 0
5135 | 0 | 0
5140 | 0 | 0
5141 | 0 | 0
5153 | 0 | 0
5155 | 0 | 0
5156 | 0 | 0
5158 | 0 | 0
5159 | 1 | 1
5161 | 0 | 0
5164 | 0 | 0
5165 | 0 | 0
5167 | 0 | 0
5169 | 0 | 0
5170 | 0 | 0
5171 | 0 | 0
5173 | 0 | 0
5174 | 0 | 0
5176 | 0 | 0
5180 | 0 | 0
5181 | 0 | 0
5182 | 1 | 1
5185 | 0 | 0
5186 | 0 | 0
5187 | 0 | 0
5192 | 0 | 0
5195 | 0 | 0
5199 | 0 | 0
5201 | 0 | 0
5203 | 0 | 0
5204 | 0 | 0
5206 | 0 | 0
5207 | 0 | 0
5208 | 1 | 0
5209 | 0 | 0
5211 | 0 | 0
5212 | 0 | 0
5215 | 0 | 0
5216 | 0 | 0
5233 | 1 | 0
5234 | 1 | 0
5235 | 0 | 0
5236 | 0 | 0
5237 | 0 | 0
5239 | 0 | 0
5240 | 0 | 0
5241 | 0 | 0
5247 | 0 | 0
5248 | 0 | 0
5249 | 0 | 0
5251 | 0 | 0
5252 | 0 | 0
5256 | 0 | 0
5259 | 0 | 0
5260 | 0 | 0
5261 | 0 | 0
5265 | 0 | 0
5274 | 0 | 0
5277 | 0 | 0
5279 | 0 | 0
5280 | 0 | 0
5281 | 0 | 0
5283 | 0 | 0
5285 | 1 | 1
5289 | 1 | 1
5291 | 0 | 0
5293 | 0 | 0
5295 | 0 | 0
5296 | 0 | 0
5297 | 0 | 1
5298 | 0 | 0
5308 | 0 | 0
5309 | 0 | 0
5310 | 0 | 0
5313 | 0 | 0
5322 | 0 | 0
5338 | 0 | 0
5339 | 0 | 0
5341 | 0 | 0
5342 | 1 | 1
5343 | 0 | 0
5344 | 0 | 0
5345 | 0 | 0
5351 | 0 | 0
5353 | 0 | 0
5355 | 0 | 0
5359 | 0 | 0
5363 | 0 | 0
5368 | 0 | 0
5376 | 0 | 0
5382 | 0 | 0
5388 | 0 | 0
5392 | 0 | 0
5395 | 0 | 0
5396 | 0 | 0
5397 | 0 | 0
5398 | 0 | 0
5399 | 0 | 0
5401 | 0 | 0
5414 | 0 | 0
5416 | 0 | 0
5418 | 0 | 0
5421 | 0 | 0
5423 | 0 | 0
5424 | 0 | 0
5425 | 0 | 0
5436 | 0 | 0
5440 | 0 | 0
5441 | 0 | 0
5444 | 0 | 1
5448 | 0 | 0
5450 | 0 | 0
5460 | 0 | 0
5465 | 1 | 1
5467 | 0 | 0
5468 | 0 | 0
5470 | 0 | 0
5476 | 1 | 1
5487 | 0 | 0
5488 | 0 | 0
5489 | 0 | 0
5491 | 0 | 0
5493 | 0 | 0
5494 | 0 | 0
5495 | 0 | 0
5496 | 0 | 0
5497 | 0 | 0
5498 | 0 | 0
5499 | 0 | 0
5500 | 0 | 0
5501 | 0 | 0
5504 | 0 | 0
5525 | 0 | 0
5526 | 0 | 0
5527 | 0 | 0
5528 | 0 | 0
5532 | 0 | 0
5545 | 0 | 0
5546 | 0 | 0
5547 | 0 | 0
5548 | 0 | 0
5549 | 0 | 0
5551 | 0 | 0
5555 | 0 | 0
5556 | 0 | 0
5557 | 0 | 0
5558 | 0 | 0
5559 | 0 | 0
5560 | 0 | 0
5561 | 0 | 0
5562 | 0 | 0
5563 | 0 | 0
5564 | 0 | 0
5565 | 0 | 0
5566 | 0 | 0
5567 | 0 | 0
5568 | 0 | 0
5569 | 0 | 0
5570 | 0 | 0
5583 | 0 | 0
5584 | 0 | 0
5587 | 0 | 0
5588 | 0 | 0
5589 | 0 | 0
5590 | 0 | 0
5591 | 0 | 0
5592 | 0 | 0
5594 | 0 | 0
5595 | 0 | 0
5613 | 0 | 0
5616 | 0 | 0
5619 | 0 | 0
5625 | 0 | 0
5631 | 0 | 0
5634 | 0 | 0
5644 | 0 | 0
5645 | 0 | 0
5646 | 0 | 0
5649 | 0 | 0
5650 | 0 | 0
5651 | 0 | 0
5661 | 0 | 0
5663 | 0 | 0
5664 | 0 | 0
5665 | 1 | 1
5666 | 0 | 0
5667 | 0 | 0
5677 | 0 | 0
5678 | 0 | 0
5681 | 0 | 0
5682 | 0 | 0
5683 | 0 | 0
5687 | 0 | 0
5689 | 1 | 1
5690 | 0 | 0
5698 | 0 | 0
5699 | 0 | 0
5700 | 1 | 1
5702 | 0 | 0
5703 | 0 | 0
5706 | 0 | 0
5713 | 0 | 0
5716 | 0 | 0
5718 | 0 | 0
5721 | 0 | 0
5722 | 0 | 0
5727 | 0 | 0
5729 | 0 | 0
5730 | 0 | 0
5731 | 0 | 0
5732 | 0 | 0
5734 | 0 | 0
5735 | 0 | 0
5736 | 0 | 0
5740 | 0 | 0
5742 | 0 | 0
5744 | 0 | 0
5757 | 0 | 1
5758 | 0 | 0
5759 | 0 | 0
5760 | 0 | 0
5761 | 0 | 0
5762 | 0 | 0
5763 | 0 | 0
5764 | 0 | 0
5765 | 0 | 0
5770 | 0 | 0
5771 | 0 | 0
5773 | 1 | 1
5774 | 0 | 0
5775 | 0 | 0
5776 | 0 | 0
5777 | 0 | 0
5778 | 0 | 0
5779 | 0 | 0
5780 | 0 | 0
5781 | 0 | 0
5782 | 0 | 0
5783 | 0 | 0
5784 | 0 | 0
5785 | 0 | 0
5787 | 0 | 0
5788 | 0 | 0
5789 | 0 | 0
5795 | 0 | 0
5800 | 0 | 0
5801 | 0 | 0
5802 | 0 | 0
5805 | 0 | 0
5817 | 1 | 1
5821 | 0 | 0
5825 | 0 | 0
5826 | 0 | 0
5830 | 0 | 0
5833 | 0 | 0
5834 | 0 | 0
5835 | 0 | 0
5838 | 0 | 0
5842 | 0 | 0
5843 | 0 | 0
5844 | 1 | 1
5846 | 0 | 0
5847 | 0 | 0
5848 | 0 | 0
5852 | 0 | 0
5853 | 0 | 0
5855 | 0 | 0
5859 | 0 | 0
5867 | 1 | 0
5880 | 0 | 0
5882 | 0 | 0
5890 | 0 | 0
5905 | 0 | 0
5909 | 0 | 0
5922 | 0 | 0
5923 | 0 | 0
5926 | 0 | 0
5928 | 0 | 0
5930 | 0 | 0
5940 | 0 | 0
5943 | 0 | 0
5945 | 0 | 0
5946 | 0 | 0
5958 | 0 | 0
5959 | 0 | 0
5961 | 0 | 0
5972 | 0 | 0
5984 | 0 | 0
5987 | 0 | 0
5990 | 0 | 0
5991 | 0 | 0
5992 | 0 | 0
5995 | 0 | 0
5996 | 0 | 0
6009 | 0 | 0
6021 | 1 | 1
6037 | 0 | 0
6038 | 0 | 0
6041 | 0 | 0
6042 | 0 | 0
6043 | 0 | 0
6044 | 0 | 1
6047 | 1 | 0
6054 | 0 | 0
6055 | 0 | 0
6056 | 0 | 0
6058 | 0 | 0
6067 | 0 | 0
6069 | 0 | 0
6070 | 0 | 0
6074 | 0 | 0
6075 | 0 | 0
6076 | 0 | 0
6077 | 0 | 0
6078 | 0 | 0
6079 | 0 | 0
6082 | 0 | 0
6083 | 0 | 0
6084 | 0 | 0
6087 | 1 | 0
6088 | 0 | 0
6094 | 0 | 0
6095 | 0 | 0
6097 | 0 | 0
6098 | 0 | 0
6108 | 0 | 0
6110 | 0 | 0
6111 | 0 | 0
6121 | 0 | 0
6122 | 0 | 0
6123 | 0 | 0
6128 | 0 | 0
6130 | 0 | 0
6133 | 0 | 0
6134 | 0 | 0
6146 | 0 | 0
6147 | 0 | 0
6149 | 0 | 0
6152 | 0 | 0
6153 | 0 | 0
6154 | 0 | 0
6155 | 0 | 0
6156 | 0 | 0
6157 | 0 | 0
6159 | 0 | 0
6160 | 0 | 0
6166 | 0 | 0
6181 | 0 | 0
6192 | 0 | 0
6195 | 0 | 0
6198 | 0 | 0
6199 | 0 | 0
6201 | 0 | 0
6202 | 0 | 0
6203 | 0 | 0
6204 | 0 | 0
6205 | 0 | 0
6208 | 0 | 0
6209 | 0 | 0
6210 | 0 | 0
6211 | 0 | 0
6212 | 0 | 0
6213 | 0 | 0
6228 | 0 | 0
6233 | 0 | 0
6234 | 0 | 0
6235 | 0 | 0
6236 | 0 | 0
6237 | 0 | 0
6238 | 0 | 0
6252 | 0 | 0
6258 | 0 | 0
6272 | 0 | 0
6274 | 0 | 0
6280 | 0 | 0
6289 | 0 | 0
6290 | 0 | 0
6291 | 0 | 0
6292 | 0 | 0
6294 | 0 | 0
6299 | 0 | 0
6305 | 0 | 0
6309 | 0 | 0
6310 | 0 | 0
6311 | 0 | 0
6312 | 0 | 0
6313 | 0 | 0
6326 | 0 | 0
6334 | 0 | 0
6340 | 0 | 0
6341 | 0 | 0
6351 | 0 | 0
6357 | 0 | 0
6358 | 0 | 0
