Likelihood | Class | Feature
3.1699250014423126 | 0 | there are many
3.1699250014423126 | 0 | some of the
3.129283016944967 | 0 | com en us
3.0 | 0 | version of my
3.0 | 0 | on my lumia
3.0 | 0 | seems to be
3.0 | 0 | appears to be
3.0 | 0 | it looks like
3.0 | 0 | NOT_in NOT_windows NOT_phone
3.0 | 0 | NOT_windows NOT_phone NOT_
3.0 | 0 | and then i
3.0 | 0 | the user is
3.0 | 0 | i tried to
3.0 | 0 | it is impossible
3.0 | 0 | a problem with
3.0 | 0 | i have been
3.0 | 0 | is not NOT_working
3.0 | 0 | this feature is
3.0 | 0 | com forums universal
3.0 | 0 | forums universal windows
3.0 | 0 | fall creators update
2.999999999999999 | 1 | can you please
2.999999999999999 | 1 | great if you
2.999999999999999 | 1 | great to have
2.999999999999999 | 1 | instead of having
2.999999999999999 | 1 | please add an
2.919381539791715 | 1 | it would be
2.8073549220576046 | 1 | be great if
2.8073549220576046 | 1 | like the ability
2.8073549220576046 | 1 | please make the
2.8073549220576046 | 1 | please add the
2.8073549220576046 | 1 | like to see
2.8073549220576046 | 1 | like to add
2.8073549220576046 | 1 | have a way
2.8073549220576046 | 1 | should also be
2.8073549220576046 | 1 | add the ability
2.8073549220576046 | 1 | be good to
2.8073549220576046 | 1 | my suggestion is
2.8073549220576046 | 1 | great if there
2.8073549220576046 | 1 | think it would
2.807354922057604 | 0 | com forums windowsapps
2.807354922057604 | 0 | forums windowsapps en
2.807354922057604 | 0 | windowsapps en us
2.807354922057604 | 0 | i'm trying to
2.807354922057604 | 0 | firstname and lastname
2.807354922057604 | 0 | NOT_way NOT_to NOT_get
2.807354922057604 | 0 | windows phone developer
2.807354922057604 | 0 | and can be
2.807354922057604 | 0 | was able to
2.807354922057604 | 0 | this does not
2.807354922057604 | 0 | does not NOT_work
2.807354922057604 | 0 | not NOT_be NOT_able
2.807354922057604 | 0 | open the app
2.807354922057604 | 0 | and there are
2.807354922057604 | 0 | i have found
2.807354922057604 | 0 | but when i
2.807354922057604 | 0 | i hope you
2.807354922057604 | 0 | in the current
2.807354922057604 | 0 | no NOT_option NOT_to
2.807354922057604 | 0 | windows phone apps
2.807354922057604 | 0 | i understand that
2.807354922057604 | 0 | to run the
2.807354922057604 | 0 | aspx http msdn
2.807354922057604 | 0 | the other hand
2.807354922057604 | 0 | is impossible to
2.807354922057604 | 0 | is there a
2.807354922057604 | 0 | an application that
2.807354922057604 | 0 | seem to be
2.807354922057604 | 0 | allows you to
2.807354922057604 | 0 | it's not NOT_possible
2.807354922057604 | 0 | would have to
2.807354922057604 | 0 | have to create
2.807354922057604 | 0 | not NOT_available NOT_on
2.807354922057604 | 0 | is a good
2.807354922057604 | 0 | back to the
2.807354922057604 | 0 | or any other
2.807354922057604 | 0 | does not NOT_allow
2.807354922057604 | 0 | the same problem
2.807354922057604 | 0 | apps on the
2.807354922057604 | 0 | in the dashboard
2.807354922057604 | 0 | en us store
2.807354922057604 | 0 | is not NOT_available
2.807354922057604 | 0 | not NOT_have NOT_the
2.807354922057604 | 0 | en us windows
2.7655347463629774 | 0 | i have a
2.700439718141092 | 0 | of my app
2.700439718141092 | 0 | with the same
2.5849625007211565 | 0 | a wp version
2.5849625007211565 | 0 | app to windows
2.5849625007211565 | 0 | no NOT_way NOT_to
2.5849625007211565 | 0 | but if i
2.5849625007211565 | 0 | i have tried
2.5849625007211565 | 0 | it to the
2.5849625007211565 | 0 | but if you
2.5849625007211565 | 0 | this is very
2.5849625007211565 | 0 | i can see
2.5849625007211565 | 0 | forced to use
2.5849625007211565 | 0 | is able to
2.5849625007211565 | 0 | will be more
2.5849625007211565 | 0 | i set the
2.5849625007211565 | 0 | here is a
2.5849625007211565 | 0 | which is a
2.5849625007211565 | 0 | the store is
2.5849625007211565 | 0 | does not NOT_provide
2.5849625007211565 | 0 | don't know if
2.5849625007211565 | 0 | developing an app
2.5849625007211565 | 0 | i was surprised
2.5849625007211565 | 0 | you can only
2.5849625007211565 | 0 | is limited to
2.5849625007211565 | 0 | does not NOT_show
2.5849625007211565 | 0 | also allow for
2.5849625007211565 | 0 | and i am
2.5849625007211565 | 0 | in to the
2.5849625007211565 | 0 | it doesn't show
2.5849625007211565 | 0 | an app and
2.5849625007211565 | 0 | a couple of
2.5849625007211565 | 0 | is a very
2.5849625007211565 | 0 | when i want
2.5849625007211565 | 0 | the current version
2.5849625007211565 | 0 | if a user
2.5849625007211565 | 0 | android and ios
2.5849625007211565 | 0 | will have a
2.5849625007211565 | 0 | way to access
2.5849625007211565 | 0 | windows apps windows
2.5849625007211565 | 0 | on the other
2.5849625007211565 | 0 | have to manually
2.5849625007211565 | 0 | when i tried
2.5849625007211565 | 0 | and i have
2.5849625007211565 | 0 | it is only
2.5849625007211565 | 0 | is a problem
2.5849625007211565 | 0 | working on a
2.5849625007211565 | 0 | this is just
2.5849625007211565 | 0 | what is the
2.5849625007211565 | 0 | and i would
2.5849625007211565 | 0 | if you think
2.5849625007211565 | 0 | but not NOT_the
2.5849625007211565 | 0 | and there is
2.5849625007211565 | 0 | i had to
2.5849625007211565 | 0 | in this way
2.5849625007211565 | 0 | change it to
2.5849625007211565 | 0 | i know that
2.5849625007211565 | 0 | there is currently
2.5849625007211565 | 0 | there any way
2.5849625007211565 | 0 | to see if
2.5849625007211565 | 0 | that there is
2.5849625007211565 | 0 | this is really
2.5849625007211565 | 0 | does not NOT_seem
2.5849625007211565 | 0 | not NOT_seem NOT_to
2.5849625007211565 | 0 | i found a
2.5849625007211565 | 0 | versions of the
2.5849625007211565 | 0 | what do you
2.5849625007211565 | 0 | the start screen
2.5849625007211565 | 0 | this would make
2.5849625007211565 | 0 | would make it
2.5849625007211565 | 0 | it makes it
2.5849625007211565 | 0 | is very important
2.5849625007211565 | 0 | com forums en
2.5849625007211565 | 0 | forums en us
2.5849625007211565 | 0 | do not NOT_work
2.5849625007211565 | 0 | up in the
2.5849625007211565 | 0 | going to be
2.5849625007211565 | 0 | of the os
2.5849625007211565 | 0 | and working on
2.5849625007211565 | 0 | and when i
2.5849625007211565 | 0 | now i have
2.5849625007211565 | 0 | format for animations
2.5849625007211565 | 0 | to save the
2.5849625007211565 | 0 | chrome web app
2.5849625007211565 | 0 | NOT_easy NOT_way NOT_to
2.5849625007211565 | 0 | windows platform suggestions
2.5849625007211565 | 0 | drag and drop
2.5849625007211556 | 1 | have an option
2.5849625007211556 | 1 | an option in
2.5849625007211556 | 1 | to see an
2.5849625007211556 | 1 | would be extremely
2.5849625007211556 | 1 | be extremely helpful
2.5849625007211556 | 1 | be cool to
2.5849625007211556 | 1 | be very nice
2.5849625007211556 | 1 | make it a
2.5849625007211556 | 1 | should have a
2.5849625007211556 | 1 | please make it
2.5849625007211556 | 1 | nice if we
2.5849625007211556 | 1 | great to be
2.5849625007211556 | 1 | please add a
2.5849625007211556 | 1 | it'd be great
2.5849625007211556 | 1 | would make sense
2.502500340529183 | 1 | would be very
2.4594316186372973 | 0 | but there is
2.4594316186372973 | 0 | we have to
2.4594316186372973 | 0 | you have to
2.4594316186372973 | 0 | app in the
2.4594316186372973 | 0 | when the user
2.447458976971221 | 1 | would be great
2.4150374992788435 | 1 | should be a
2.3219280948873626 | 1 | language code from
2.3219280948873626 | 0 | the new version
2.3219280948873626 | 0 | NOT_the NOT_old NOT_version
2.3219280948873626 | 0 | some of my
2.3219280948873626 | 1 | to remove the
2.3219280948873626 | 0 | not NOT_have NOT_access
2.3219280948873626 | 0 | turn off the
2.3219280948873626 | 0 | in app purchases
2.3219280948873626 | 0 | with windows phone
2.3219280948873626 | 0 | to do that
2.3219280948873626 | 0 | if they have
2.3219280948873626 | 0 | trying to use
2.3219280948873626 | 0 | but it doesn't
2.3219280948873626 | 0 | app to be
2.3219280948873626 | 0 | and lastname is
2.3219280948873626 | 0 | NOT_a NOT_way NOT_to
2.3219280948873626 | 0 | there appears to
2.3219280948873626 | 0 | to be no
2.3219280948873626 | 0 | to be any
2.3219280948873626 | 0 | long time to
2.3219280948873626 | 0 | we can only
2.3219280948873626 | 0 | it can only
2.3219280948873626 | 0 | is currently not
2.3219280948873626 | 0 | NOT_any NOT_of NOT_the
2.3219280948873626 | 0 | have the same
2.3219280948873626 | 0 | for my app
2.3219280948873626 | 0 | the user uninstalls
2.3219280948873626 | 0 | windows windows phone
2.3219280948873626 | 0 | not NOT_able NOT_to
2.3219280948873626 | 0 | a lot of
2.3219280948873626 | 0 | will have to
2.3219280948873626 | 1 | it should also
2.3219280948873626 | 0 | the moment there
2.3219280948873626 | 1 | notification center should
2.3219280948873626 | 0 | apps do not
2.3219280948873626 | 0 | to use this
2.3219280948873626 | 0 | was surprised to
2.3219280948873626 | 0 | we can see
2.3219280948873626 | 0 | many of the
2.3219280948873626 | 0 | this in the
2.3219280948873626 | 0 | a few minutes
2.3219280948873626 | 0 | for a few
2.3219280948873626 | 1 | would also be
2.3219280948873626 | 0 | impossible to create
2.3219280948873626 | 0 | on the sd
2.3219280948873626 | 0 | an app is
2.3219280948873626 | 0 | is missing in
2.3219280948873626 | 0 | when you are
2.3219280948873626 | 0 | i can get
2.3219280948873626 | 0 | windows phone i
2.3219280948873626 | 0 | a nokia lumia
2.3219280948873626 | 0 | the fact that
2.3219280948873626 | 0 | but in the
2.3219280948873626 | 0 | the api is
2.3219280948873626 | 1 | be really useful
2.3219280948873626 | 0 | able to connect
2.3219280948873626 | 0 | a bug in
2.3219280948873626 | 0 | NOT_to NOT_access NOT_the
2.3219280948873626 | 0 | you will see
2.3219280948873626 | 0 | when you use
2.3219280948873626 | 0 | and wants to
2.3219280948873626 | 0 | wants to run
2.3219280948873626 | 0 | it will help
2.3219280948873626 | 0 | both windows phone
2.3219280948873626 | 0 | windows apps hh
2.3219280948873626 | 0 | large amounts of
2.3219280948873626 | 0 | i get a
2.3219280948873626 | 0 | this kind of
2.3219280948873626 | 0 | create an app
2.3219280948873626 | 0 | windows phone development
2.3219280948873626 | 0 | can see all
2.3219280948873626 | 0 | this is an
2.3219280948873626 | 0 | if an app
2.3219280948873626 | 0 | your app is
2.3219280948873626 | 0 | there may be
2.3219280948873626 | 0 | see all the
2.3219280948873626 | 0 | in the past
2.3219280948873626 | 1 | something like this
2.3219280948873626 | 0 | the left to
2.3219280948873626 | 1 | be very helpful
2.3219280948873626 | 0 | is to use
2.3219280948873626 | 0 | does not NOT_support
2.3219280948873626 | 0 | have to take
2.3219280948873626 | 0 | of time and
2.3219280948873626 | 1 | should be made
2.3219280948873626 | 0 | the web browser
2.3219280948873626 | 0 | doesn't have any
2.3219280948873626 | 1 | but i would
2.3219280948873626 | 0 | any way to
2.3219280948873626 | 1 | please make an
2.3219280948873626 | 1 | make an option
2.3219280948873626 | 0 | this as a
2.3219280948873626 | 0 | rd party apps
2.3219280948873626 | 0 | has not NOT_been
2.3219280948873626 | 0 | windows media player
2.3219280948873626 | 0 | the most important
2.3219280948873626 | 0 | up and down
2.3219280948873626 | 0 | developers to create
2.3219280948873626 | 0 | state buffering buffering
2.3219280948873626 | 0 | your windows phone
2.3219280948873626 | 1 | i'd love to
2.3219280948873626 | 0 | when i click
2.3219280948873626 | 0 | the search button
2.3219280948873626 | 0 | if i am
2.3219280948873626 | 0 | not NOT_sure NOT_if
2.3219280948873626 | 0 | want to get
2.3219280948873626 | 0 | i can't do
2.3219280948873626 | 0 | there's no NOT_way
2.3219280948873626 | 0 | i have some
2.3219280948873626 | 0 | not NOT_work NOT_on
2.3219280948873626 | 0 | if you can
2.3219280948873626 | 0 | have to use
2.3219280948873626 | 0 | the name of
2.3219280948873626 | 0 | built in browser
2.3219280948873626 | 1 | user should be
2.3219280948873626 | 0 | strong a href
2.3219280948873626 | 0 | a href http
2.3219280948873626 | 0 | href http www
2.3219280948873626 | 0 | video to flash
2.3219280948873626 | 0 | avi to flv
2.3219280948873626 | 0 | convert mp to
2.3219280948873626 | 0 | mp to flv
2.3219280948873626 | 0 | but i am
2.3219280948873626 | 0 | does not NOT_exist
2.3219280948873626 | 0 | to the previous
2.3219280948873626 | 1 | you could add
2.3219280948873626 | 0 | but i do
2.3219280948873626 | 0 | on the marketplace
2.3219280948873626 | 0 | of apps that
2.3219280948873626 | 0 | each time i
2.3219280948873626 | 0 | which is not
2.3219280948873626 | 0 | there are several
2.3219280948873626 | 0 | for the web
2.3219280948873626 | 0 | thank you for
2.3219280948873626 | 0 | is trying to
2.3219280948873626 | 1 | of the screen
2.3219280948873626 | 0 | have lots of
2.3219280948873626 | 0 | need to do
2.3219280948873626 | 0 | is no NOT_option
2.3219280948873626 | 0 | to reproduce it
2.3219280948873626 | 0 | the map and
2.3219280948873626 | 1 | able to have
2.3219280948873626 | 0 | the device and
2.3219280948873626 | 0 | i'm working on
2.3219280948873626 | 0 | on my pc
2.3219280948873626 | 0 | idea could be
2.3219280948873626 | 0 | a look at
2.3219280948873626 | 0 | is the only
2.3219280948873626 | 0 | of the textbox
2.3219280948873626 | 0 | on a phone
2.3219280948873626 | 0 | button in the
2.3219280948873626 | 0 | if i want
2.3219280948873626 | 0 | to subscribe to
2.3219280948873626 | 0 | have to open
2.3219280948873626 | 0 | app that is
2.3219280948873626 | 1 | add ability to
2.3219280948873626 | 0 | one way to
2.3219280948873626 | 0 | versions of windows
2.3219280948873626 | 0 | search for it
2.3219280948873626 | 0 | be found here
2.3219280948873626 | 0 | there are few
2.3219280948873626 | 0 | an example of
2.3219280948873626 | 1 | you could also
2.3219280948873626 | 0 | it is difficult
2.3219280948873626 | 0 | have to click
2.3219280948873626 | 0 | not NOT_show NOT_up
2.3219280948873626 | 0 | app does not
2.3219280948873626 | 0 | i know you
2.3219280948873626 | 0 | but i need
2.3219280948873626 | 0 | in the following
2.3219280948873626 | 0 | go to the
2.3219280948873626 | 0 | to the same
2.3219280948873626 | 0 | m sturm andreas
2.3219280948873626 | 0 | sturm andreas ez
2.3219280948873626 | 0 | andreas ez e
2.3219280948873626 | 0 | ez e pu
2.3219280948873626 | 0 | e pu txlstrab
2.3219280948873626 | 0 | pu txlstrab y
2.3219280948873626 | 0 | txlstrab y a
2.3219280948873626 | 0 | y a c
2.3219280948873626 | 0 | c b a
2.3219280948873626 | 0 | is not NOT_in
2.3219280948873626 | 0 | not NOT_in NOT_the
2.3219280948873626 | 0 | when i search
2.3219280948873626 | 0 | store apps gps
2.3219280948873626 | 0 | apps gps navigator
2.3219280948873626 | 0 | gps navigator recorder
2.3219280948873626 | 0 | navigator recorder nblggh
2.3219280948873626 | 0 | recorder nblggh vvj
2.3219280948873626 | 1 | support for setting
2.3219280948873626 | 0 | is still not
2.3219280948873626 | 0 | of the map
2.3219280948873626 | 0 | i created a
2.3219280948873626 | 0 | i'm using the
2.3219280948873626 | 0 | smil is the
2.3219280948873626 | 0 | sent to the
2.3219280948873626 | 1 | nice if you
2.3219280948873626 | 0 | i have two
2.3219280948873626 | 1 | be awesome to
2.3219280948873626 | 0 | right now it's
2.3219280948873626 | 0 | connected to the
2.3219280948873626 | 1 | it in the
2.3219280948873626 | 0 | an rss feed
2.3219280948873626 | 0 | i use the
2.3219280948873626 | 0 | i can't find
2.3219280948873626 | 0 | this will be
2.3219280948873626 | 0 | no NOT_easy NOT_way
2.3219280948873626 | 1 | useful to be
2.3219280948873626 | 0 | i can not
2.3219280948873626 | 1 | that allows to
2.3219280948873626 | 1 | make sense to
2.3219280948873626 | 1 | would be even
2.3219280948873626 | 1 | be even better
2.3219280948873626 | 1 | in the toolkit
2.3219280948873626 | 0 | us windows uwp
2.3219280948873626 | 0 | looks like the
2.3219280948873626 | 0 | i was able
2.3219280948873626 | 0 | the right to
2.3219280948873626 | 0 | hyper v isolation
2.3219280948873626 | 0 | NOT_to NOT_create NOT_a
2.2479275134435857 | 1 | i'd like to
2.169925001442313 | 1 | be an option
2.169925001442313 | 1 | if i could
2.169925001442312 | 0 | is no NOT_way
2.169925001442312 | 0 | is possible to
2.169925001442312 | 0 | to have to
2.169925001442312 | 0 | an app that
2.169925001442312 | 0 | but this is
2.169925001442312 | 0 | universal windows platform
2.137503523749935 | 0 | this is a
2.108524456778169 | 1 | i would like
2.0874628412503395 | 1 | nice to have
2.070389327891398 | 0 | in the store
2.0000000000000004 | 1 | option to remove
2.0000000000000004 | 1 | from my app
2.0000000000000004 | 1 | NOT_for NOT_ru NOT_culture
2.0000000000000004 | 1 | and not NOT_for
2.0000000000000004 | 1 | to have access
2.0000000000000004 | 1 | as a number
2.0000000000000004 | 1 | option in the
2.0000000000000004 | 1 | and should be
2.0000000000000004 | 1 | should be fixed
2.0000000000000004 | 1 | feature should be
2.0000000000000004 | 1 | you should be
2.0000000000000004 | 1 | the notification center
2.0000000000000004 | 1 | center should be
2.0000000000000004 | 1 | could you please
2.0000000000000004 | 1 | would be good
2.0000000000000004 | 1 | could add a
2.0000000000000004 | 1 | extremely helpful if
2.0000000000000004 | 1 | the app or
2.0000000000000004 | 1 | to allow the
2.0000000000000004 | 1 | would be helpful
2.0000000000000004 | 1 | tell the user
2.0000000000000004 | 1 | black and white
2.0000000000000004 | 1 | should be updated
2.0000000000000004 | 1 | need a way
2.0000000000000004 | 1 | api would be
2.0000000000000004 | 1 | please expose the
2.0000000000000004 | 1 | have the possibility
2.0000000000000004 | 1 | the wp sdk
2.0000000000000004 | 1 | on and off
2.0000000000000004 | 1 | was a way
2.0000000000000004 | 1 | a way for
2.0000000000000004 | 1 | number of unread
2.0000000000000004 | 1 | if you guys
2.0000000000000004 | 1 | add support for
2.0000000000000004 | 1 | useful to have
2.0000000000000004 | 1 | on the main
2.0000000000000004 | 1 | please add support
2.0000000000000004 | 1 | great if i
2.0000000000000004 | 1 | have this feature
2.0000000000000004 | 1 | addition to the
2.0000000000000004 | 1 | applied to the
2.0000000000000004 | 1 | please improve the
2.0000000000000004 | 1 | search for apps
2.0000000000000004 | 1 | instead of a
2.0000000000000004 | 1 | so please add
2.0000000000000004 | 1 | so that they
2.0000000000000004 | 1 | having to use
2.0000000000000004 | 1 | i really want
2.0000000000000004 | 1 | which allows to
2.0000000000000004 | 1 | nice if the
2.0000000000000004 | 1 | good to have
2.0000000000000004 | 1 | there needs to
2.0000000000000004 | 1 | as a windows
2.0000000000000004 | 1 | am looking for
2.0000000000000004 | 1 | idea to add
2.0000000000000004 | 1 | to run in
2.0000000000000004 | 1 | that do not
2.0000000000000004 | 1 | would expect the
2.0000000000000004 | 1 | expect the store
2.0000000000000004 | 1 | the store to
2.0000000000000004 | 1 | store to be
2.0000000000000004 | 1 | to be capable
2.0000000000000004 | 1 | be capable of
2.0000000000000004 | 1 | capable of searching
2.0000000000000004 | 1 | of searching the
2.0000000000000004 | 1 | searching the partial
2.0000000000000004 | 1 | the partial words
2.0000000000000004 | 1 | partial words also
2.0000000000000004 | 1 | or may be
2.0000000000000004 | 1 | the developers can
2.0000000000000004 | 1 | maybe something like
2.0000000000000004 | 1 | turn on off
2.0000000000000004 | 1 | should have an
2.0000000000000004 | 1 | please enhance the
2.0000000000000004 | 1 | enhance the new
2.0000000000000004 | 1 | the new back
2.0000000000000004 | 1 | new back up
2.0000000000000004 | 1 | back up function
2.0000000000000004 | 1 | up function http
2.0000000000000004 | 1 | function http blog
2.0000000000000004 | 1 | com dropbox vault
2.0000000000000004 | 1 | dropbox vault and
2.0000000000000004 | 1 | vault and enable
2.0000000000000004 | 1 | be cool if
2.0000000000000004 | 1 | like it is
2.0000000000000004 | 1 | on the android
2.0000000000000004 | 1 | with one click
2.0000000000000004 | 1 | it possible for
2.0000000000000004 | 1 | saving to pocket
2.0000000000000004 | 1 | and would like
2.0000000000000004 | 1 | rather than having
2.0000000000000004 | 1 | than having to
2.0000000000000004 | 1 | ability to add
2.0000000000000004 | 1 | please provide this
2.0000000000000004 | 1 | windows phone studio
2.0000000000000004 | 1 | phone studio app
2.0000000000000004 | 1 | studio app website
2.0000000000000004 | 1 | a property to
2.0000000000000004 | 1 | be useful if
2.0000000000000004 | 1 | don't have to
2.0000000000000004 | 1 | please allow to
2.0000000000000004 | 1 | add a new
2.0000000000000004 | 1 | could you add
2.0000000000000004 | 1 | could have a
2.0000000000000004 | 1 | sense to have
2.0000000000000004 | 1 | be good for
2.0000000000000004 | 1 | even better if
2.0000000000000004 | 1 | what would be
2.0000000000000004 | 1 | enabled or disabled
2.0000000000000004 | 1 | be useful to
2.0000000000000004 | 1 | if my app
2.0 | 0 | i removed the
2.0 | 0 | the old xap
2.0 | 0 | wich means the
2.0 | 0 | means the new
2.0 | 0 | new version not
2.0 | 0 | version not NOT_fully
2.0 | 0 | not NOT_fully NOT_replaced
2.0 | 0 | NOT_fully NOT_replaced NOT_the
2.0 | 0 | NOT_replaced NOT_the NOT_old
2.0 | 0 | NOT_old NOT_version NOT_and
2.0 | 0 | xap version of
2.0 | 0 | my app has
2.0 | 0 | app has a
2.0 | 0 | version of your
2.0 | 0 | but no NOT_one
2.0 | 0 | en us library
2.0 | 0 | and need to
2.0 | 0 | work in the
2.0 | 0 | does not NOT_have
2.0 | 0 | the windows phone
2.0 | 0 | because there is
2.0 | 0 | the camera app
2.0 | 0 | it doesn't work
2.0 | 0 | first of all
2.0 | 0 | i was expecting
2.0 | 0 | custom etw events
2.0 | 0 | be no NOT_way
2.0 | 0 | doesn't appear to
2.0 | 0 | from a windows
2.0 | 0 | used to be
2.0 | 0 | windows phone sdk
2.0 | 0 | the use of
2.0 | 0 | the message hub
2.0 | 0 | the same thing
2.0 | 0 | in the message
2.0 | 0 | NOT_set NOT_to NOT_an
2.0 | 0 | NOT_of NOT_an NOT_object
2.0 | 0 | i can't delete
2.0 | 0 | app will not
2.0 | 0 | will not NOT_be
2.0 | 0 | NOT_have NOT_to NOT_be
2.0 | 0 | and see the
2.0 | 0 | i'm not NOT_sure
2.0 | 0 | from the original
2.0 | 0 | trial mode in
2.0 | 0 | has to manually
2.0 | 0 | the user has
2.0 | 0 | which make it
2.0 | 0 | but with the
2.0 | 0 | com forums wpapps
2.0 | 0 | forums wpapps en
2.0 | 0 | wpapps en us
2.0 | 0 | not NOT_working NOT_properly
2.0 | 0 | the price for
2.0 | 0 | change the price
2.0 | 0 | and not NOT_to
2.0 | 0 | NOT_windows NOT_phone NOT_store
2.0 | 0 | is a bit
2.0 | 0 | is going to
2.0 | 0 | the length of
2.0 | 0 | the same time
2.0 | 0 | if i use
2.0 | 0 | is the same
2.0 | 0 | NOT_to NOT_get NOT_the
2.0 | 0 | moment there is
2.0 | 0 | able to run
2.0 | 0 | party apps to
2.0 | 0 | i understand this
2.0 | 0 | come up with
2.0 | 0 | and with the
2.0 | 0 | the reason i
2.0 | 0 | this is because
2.0 | 0 | that i can't
2.0 | 0 | to wait for
2.0 | 0 | to set a
2.0 | 0 | i don't think
2.0 | 0 | to develop a
2.0 | 0 | keep up the
2.0 | 0 | i needed to
2.0 | 0 | NOT_in NOT_the NOT_store
2.0 | 0 | of course they
2.0 | 0 | and i was
2.0 | 0 | as a result
2.0 | 0 | here is my
2.0 | 0 | would help to
2.0 | 0 | then function certs
2.0 | 0 | as you can
2.0 | 0 | after installing the
2.0 | 0 | with a lot
2.0 | 0 | iphone and android
2.0 | 0 | up to date
2.0 | 0 | the wrong place
2.0 | 0 | i can still
2.0 | 0 | would also allow
2.0 | 0 | thanks in advance
2.0 | 0 | given the option
2.0 | 0 | with the phone
2.0 | 0 | when i run
2.0 | 0 | the same code
2.0 | 0 | an app in
2.0 | 0 | be implemented in
2.0 | 0 | to support the
2.0 | 0 | app it was
2.0 | 0 | it was installed
2.0 | 0 | was installed on
2.0 | 0 | installed on the
2.0 | 0 | when i forget
2.0 | 0 | with more than
2.0 | 0 | very hard to
2.0 | 0 | when you create
2.0 | 0 | what goes wrong
2.0 | 0 | goes wrong and
2.0 | 0 | to see what
2.0 | 0 | debug our apps
2.0 | 0 | but i cannot
2.0 | 0 | to a different
2.0 | 0 | press the back
2.0 | 0 | number of the
2.0 | 0 | a new app
2.0 | 0 | i used to
2.0 | 0 | send an email
2.0 | 0 | to send the
2.0 | 0 | there is not
2.0 | 0 | a very good
2.0 | 0 | there are some
2.0 | 0 | in notification center
2.0 | 0 | only need to
2.0 | 0 | currently windows phone
2.0 | 0 | not NOT_at NOT_all
2.0 | 0 | that we have
2.0 | 0 | the phone would
2.0 | 0 | to use these
2.0 | 0 | please try again
2.0 | 0 | i am currently
2.0 | 0 | not NOT_the NOT_only
2.0 | 0 | NOT_the NOT_only NOT_one
2.0 | 0 | NOT_it NOT_would NOT_be
2.0 | 0 | take a photo
2.0 | 0 | if it were
2.0 | 0 | if it's a
2.0 | 0 | apps that can
2.0 | 0 | over and over
2.0 | 0 | it makes sense
2.0 | 0 | makes sense to
2.0 | 0 | were they come
2.0 | 0 | they come from
2.0 | 0 | be shown in
2.0 | 0 | i don't understand
2.0 | 0 | it is very
2.0 | 0 | is marked as
2.0 | 0 | in their own
2.0 | 0 | in a virtual
2.0 | 0 | to run a
2.0 | 0 | implement all the
2.0 | 0 | we have a
2.0 | 0 | not NOT_possible NOT_for
2.0 | 0 | as much common
2.0 | 0 | much common code
2.0 | 0 | if my goal
2.0 | 0 | my goal is
2.0 | 0 | of the other
2.0 | 0 | had to be
2.0 | 0 | NOT_this NOT_in NOT_the
2.0 | 0 | all the other
2.0 | 0 | is only possible
2.0 | 0 | windowsphone develop jj
2.0 | 0 | develop jj v
2.0 | 0 | jj v vs
2.0 | 0 | couple of days
2.0 | 0 | it is pretty
2.0 | 0 | can see it
2.0 | 0 | and so would
2.0 | 0 | must be a
2.0 | 0 | way to do
2.0 | 0 | don't know how
2.0 | 0 | not NOT_currently NOT_supported
2.0 | 0 | is used in
2.0 | 0 | that you are
2.0 | 0 | you are using
2.0 | 0 | there a way
2.0 | 0 | think it is
2.0 | 0 | is one of
2.0 | 0 | the end user
